CONV_VALCH1 (N),CONV_VALCH2 (N),CONV_VALCH3 (N),TIMESTAMP (us)
-3.7802,-5.6635,-5.2954,24310000,
-3.7619,-5.6607,-5.2936,24315000,
-3.7646,-5.6790,-5.2927,24320000,
-3.7180,-5.5838,-5.4456,24325000,
-3.7271,-5.6625,-5.2835,24330000,
-3.7656,-5.6662,-5.2817,24335000,
-3.7619,-5.6470,-5.2789,24340000,
-3.7830,-5.6534,-5.2808,24345000,
-3.8068,-5.6406,-5.2835,24350000,
-4.0448,-5.6323,-5.2670,24355000,
-3.9697,-5.6369,-5.2881,24360000,
-3.8022,-5.6525,-5.2826,24365000,
-3.7967,-5.6470,-5.2808,24370000,
-3.7756,-5.6451,-5.2762,24375000,
-3.7894,-5.6680,-5.2817,24380000,
-3.7527,-5.6580,-5.2817,24385000,
-3.7711,-5.6433,-5.3046,24390000,
-3.7939,-5.6589,-5.2881,24395000,
-3.7820,-5.6516,-5.2863,24400000,
-4.0430,-5.6470,-5.2844,24405000,
-3.7930,-5.6580,-5.2991,24410000,
-3.7903,-5.6598,-5.2835,24415000,
-3.7637,-5.6516,-5.2945,24420000,
-3.8013,-5.6433,-5.2963,24425000,
-3.7747,-5.6616,-5.2890,24430000,
-3.7509,-5.6561,-5.2917,24435000,
-3.7903,-5.6708,-5.2771,24440000,
-3.7958,-5.6305,-5.2881,24445000,
-3.7308,-5.6516,-5.2835,24450000,
-4.0933,-5.6534,-5.2881,24455000,
-3.7820,-5.6451,-5.2881,24460000,
-3.8150,-5.6653,-5.2899,24465000,
-3.7692,-5.6754,-5.2762,24470000,
-3.7646,-5.6680,-5.2826,24475000,
-3.7885,-5.6488,-5.2917,24480000,
-3.7601,-5.6680,-5.2679,24485000,
-3.7857,-5.6277,-5.3101,24490000,
-3.7912,-5.6516,-5.2863,24495000,
-3.8196,-5.6406,-5.2917,24500000,
-4.0384,-5.6552,-5.2853,24505000,
-3.7674,-5.6451,-5.2789,24510000,
-3.8388,-5.6424,-5.2908,24515000,
-3.7720,-5.6552,-5.2917,24520000,
-3.8187,-5.6699,-5.2780,24525000,
-3.8269,-5.6525,-5.3000,24530000,
-3.7317,-5.6708,-5.3009,24535000,
-3.7985,-5.6790,-5.2835,24540000,
-3.8004,-5.6516,-5.2753,24545000,
-3.8470,-5.6525,-5.2890,24550000,
-4.0714,-5.6662,-5.2936,24555000,
-3.8040,-5.6387,-5.2972,24560000,
-3.7738,-5.6378,-5.2927,24565000,
-3.7738,-5.6387,-5.2881,24570000,
-3.8058,-5.6717,-5.2808,24575000,
-3.7701,-5.6580,-5.2908,24580000,
-3.8123,-5.6506,-5.3000,24585000,
-3.7939,-5.6506,-5.2835,24590000,
-3.7766,-5.6589,-5.2808,24595000,
-3.7894,-5.6378,-5.3018,24600000,
-4.0411,-5.6525,-5.2945,24605000,
-3.8232,-5.6653,-5.2908,24610000,
-3.8214,-5.6461,-5.2780,24615000,
-3.8177,-5.6699,-5.2771,24620000,
-3.7628,-5.6699,-5.2798,24625000,
-3.8205,-5.6799,-5.2853,24630000,
-3.7802,-5.6708,-5.2972,24635000,
-3.7894,-5.6671,-5.2808,24640000,
-3.8013,-5.6342,-5.2798,24645000,
-3.7610,-5.6470,-5.3000,24650000,
-4.0604,-5.6616,-5.2963,24655000,
-3.8434,-5.6534,-5.2917,24660000,
-3.7885,-5.6433,-5.2936,24665000,
-3.8351,-5.6644,-5.2771,24670000,
-3.8086,-5.6680,-5.2826,24675000,
-3.7573,-5.6781,-5.2890,24680000,
-3.8196,-5.6433,-5.3000,24685000,
-3.8251,-5.6461,-5.3165,24690000,
-3.7967,-5.6589,-5.3082,24695000,
-3.7802,-5.6644,-5.2954,24700000,
-4.0622,-5.6598,-5.2972,24705000,
-3.8269,-5.6314,-5.2954,24710000,
-3.8177,-5.6744,-5.2789,24715000,
-3.8388,-5.6763,-5.2863,24720000,
-3.7994,-5.6662,-5.2890,24725000,
-3.7784,-5.6772,-5.2853,24730000,
-3.8269,-5.6671,-5.2817,24735000,
-3.7692,-5.6607,-5.2762,24740000,
-3.8031,-5.6396,-5.2917,24745000,
-3.8049,-5.6406,-5.3009,24750000,
-4.0164,-5.6644,-5.2890,24755000,
-3.7711,-5.6717,-5.2853,24760000,
-3.8132,-5.6424,-5.2844,24765000,
-3.7802,-5.6378,-5.2927,24770000,
-3.7756,-5.6561,-5.2936,24775000,
-3.7939,-5.6543,-5.2725,24780000,
-3.7866,-5.6689,-5.2826,24785000,
-3.8278,-5.6616,-5.2780,24790000,
-3.7756,-5.6635,-5.2908,24795000,
-3.8159,-5.6625,-5.2853,24800000,
-4.0530,-5.6415,-5.2872,24805000,
-3.7747,-5.6625,-5.2908,24810000,
-3.8342,-5.6744,-5.2762,24815000,
-3.8113,-5.6589,-5.2780,24820000,
-3.8342,-5.6625,-5.2780,24825000,
-3.8113,-5.6543,-5.2917,24830000,
-3.8397,-5.6589,-5.2725,24835000,
-3.8361,-5.6580,-5.2771,24840000,
-3.8333,-5.6552,-5.2853,24845000,
-3.8269,-5.6635,-5.2853,24850000,
-4.0897,-5.6506,-5.2844,24855000,
-3.8397,-5.6461,-5.2853,24860000,
-3.8342,-5.6580,-5.2826,24865000,
-3.8498,-5.6433,-5.2844,24870000,
-3.8077,-5.6598,-5.2789,24875000,
-3.7958,-5.6735,-5.2853,24880000,
-3.8205,-5.6516,-5.2872,24885000,
-3.7802,-5.6625,-5.2817,24890000,
-3.8058,-5.6625,-5.2872,24895000,
-3.8095,-5.6561,-5.2872,24900000,
-4.0082,-5.6635,-5.2991,24905000,
-3.8177,-5.6488,-5.2972,24910000,
-3.8077,-5.6580,-5.2679,24915000,
-3.7701,-5.6570,-5.2972,24920000,
-3.7930,-5.6415,-5.2954,24925000,
-3.7866,-5.6497,-5.2890,24930000,
-3.7747,-5.6570,-5.2963,24935000,
-3.7958,-5.6580,-5.2844,24940000,
-3.8132,-5.6653,-5.2826,24945000,
-3.8058,-5.6552,-5.2991,24950000,
-4.0256,-5.6616,-5.2927,24955000,
-3.7875,-5.6689,-5.2780,24960000,
-3.8086,-5.6635,-5.2634,24965000,
-3.8553,-5.6616,-5.2872,24970000,
-3.7958,-5.6561,-5.2771,24975000,
-3.7692,-5.6662,-5.2835,24980000,
-3.8095,-5.6635,-5.2826,24985000,
-3.8251,-5.6699,-5.3018,24990000,
-3.7857,-5.6689,-5.2826,24995000,
-3.8168,-5.6662,-5.2853,25000000,
-4.0137,-5.6635,-5.2798,25005000,
-3.8068,-5.6552,-5.2872,25010000,
-3.7921,-5.6616,-5.2881,25015000,
-3.8196,-5.6726,-5.2872,25020000,
-3.8452,-5.6561,-5.2808,25025000,
-3.8333,-5.6497,-5.2982,25030000,
-3.8342,-5.6323,-5.2954,25035000,
-3.8123,-5.6424,-5.2927,25040000,
-3.8031,-5.6616,-5.2890,25045000,
-3.8287,-5.6781,-5.2917,25050000,
-4.0265,-5.6754,-5.2808,25055000,
-3.8498,-5.6351,-5.2972,25060000,
-3.8416,-5.6296,-5.2844,25065000,
-3.8242,-5.6607,-5.2908,25070000,
-3.8498,-5.6396,-5.2927,25075000,
-3.8132,-5.6561,-5.3009,25080000,
-3.8306,-5.6534,-5.2917,25085000,
-3.7601,-5.6671,-5.2753,25090000,
-3.8104,-5.6699,-5.3055,25095000,
-3.7949,-5.6763,-5.2808,25100000,
-4.0237,-5.6589,-5.2872,25105000,
-3.8361,-5.6589,-5.2917,25110000,
-3.8297,-5.6699,-5.2808,25115000,
-3.8004,-5.6570,-5.2890,25120000,
-3.8132,-5.6525,-5.2917,25125000,
-3.8168,-5.6497,-5.3027,25130000,
-3.8278,-5.6543,-5.2917,25135000,
-3.8141,-5.6699,-5.2863,25140000,
-3.8324,-5.6552,-5.2771,25145000,
-3.8324,-5.6378,-5.2826,25150000,
-3.9780,-5.6671,-5.2936,25155000,
-3.8168,-5.6332,-5.2817,25160000,
-3.8260,-5.6671,-5.2872,25165000,
-3.8214,-5.6598,-5.2936,25170000,
-3.8040,-5.6607,-5.2936,25175000,
-3.8525,-5.6506,-5.2789,25180000,
-3.7775,-5.6369,-5.3036,25185000,
-3.8040,-5.6570,-5.3128,25190000,
-3.7976,-5.6534,-5.2982,25195000,
-3.7848,-5.6808,-5.2835,25200000,
-3.9514,-5.6799,-5.2881,25205000,
-3.8095,-5.6598,-5.2936,25210000,
-3.8040,-5.6717,-5.2844,25215000,
-3.7949,-5.6644,-5.2826,25220000,
-3.8058,-5.6396,-5.2844,25225000,
-3.7894,-5.6616,-5.2808,25230000,
-3.8077,-5.6525,-5.2853,25235000,
-3.8470,-5.6616,-5.2908,25240000,
-3.7875,-5.6506,-5.3036,25245000,
-3.7830,-5.6625,-5.2844,25250000,
-3.9981,-5.6708,-5.2826,25255000,
-3.8196,-5.6653,-5.2853,25260000,
-3.7830,-5.6625,-5.2936,25265000,
-3.7848,-5.6607,-5.2982,25270000,
-3.7436,-5.6497,-5.3018,25275000,
-3.8251,-5.6534,-5.2844,25280000,
-3.8187,-5.6635,-5.2844,25285000,
-3.8388,-5.6735,-5.2808,25290000,
-3.8004,-5.6680,-5.2844,25295000,
-3.8177,-5.6644,-5.2982,25300000,
-3.9890,-5.6726,-5.2881,25305000,
-3.7802,-5.6552,-5.3000,25310000,
-3.7875,-5.6735,-5.2908,25315000,
-3.8177,-5.6671,-5.2863,25320000,
-3.7646,-5.6534,-5.2808,25325000,
-3.7482,-5.6570,-5.3046,25330000,
-3.7894,-5.6479,-5.2899,25335000,
-3.7793,-5.6158,-5.3046,25340000,
-3.7793,-5.6625,-5.2798,25345000,
-3.7537,-5.6653,-5.2826,25350000,
-3.9441,-5.6598,-5.2817,25355000,
-3.7921,-5.6644,-5.3146,25360000,
-3.7692,-5.6680,-5.2890,25365000,
-3.7747,-5.6461,-5.3018,25370000,
-3.7729,-5.6424,-5.2899,25375000,
-3.7711,-5.6177,-5.3082,25380000,
-3.8095,-5.6451,-5.2863,25385000,
-3.7729,-5.6525,-5.2945,25390000,
-3.7830,-5.6277,-5.2789,25395000,
-3.7701,-5.6570,-5.2817,25400000,
-3.9716,-5.6644,-5.2991,25405000,
-3.7326,-5.6644,-5.2808,25410000,
-3.7775,-5.6433,-5.2972,25415000,
-3.8058,-5.6662,-5.2844,25420000,
-3.7912,-5.6671,-5.2853,25425000,
-3.7976,-5.6543,-5.2908,25430000,
-3.7436,-5.6525,-5.2808,25435000,
-3.7354,-5.6534,-5.2982,25440000,
-3.7665,-5.6543,-5.2798,25445000,
-3.7097,-5.6516,-5.2954,25450000,
-3.9890,-5.6525,-5.2744,25455000,
-3.7244,-5.6598,-5.2890,25460000,
-3.7646,-5.6653,-5.2872,25465000,
-3.7381,-5.6589,-5.2753,25470000,
-3.6859,-5.6662,-5.2853,25475000,
-3.7775,-5.6497,-5.2972,25480000,
-3.7427,-5.6598,-5.2853,25485000,
-3.7161,-5.6589,-5.2853,25490000,
-3.7619,-5.6635,-5.2963,25495000,
-3.7326,-5.6470,-5.2890,25500000,
-3.9313,-5.6644,-5.2881,25505000,
-3.7463,-5.6644,-5.2863,25510000,
-3.7106,-5.6699,-5.2817,25515000,
-3.7070,-5.6351,-5.2826,25520000,
-3.7079,-5.6744,-5.2734,25525000,
-3.7491,-5.6689,-5.2835,25530000,
-3.7253,-5.6625,-5.2798,25535000,
-3.7372,-5.6589,-5.2881,25540000,
-3.7399,-5.6442,-5.2853,25545000,
-3.7189,-5.6763,-5.2762,25550000,
-3.8956,-5.6516,-5.2936,25555000,
-3.7665,-5.6644,-5.2899,25560000,
-3.7207,-5.6671,-5.2954,25565000,
-3.7097,-5.6497,-5.2972,25570000,
-3.6987,-5.6589,-5.2890,25575000,
-3.7408,-5.6488,-5.2982,25580000,
-3.7381,-5.6635,-5.2817,25585000,
-3.7280,-5.6396,-5.2908,25590000,
-3.7894,-5.6479,-5.2872,25595000,
-3.7390,-5.6021,-5.4309,25605000,
-3.7930,-5.8109,-5.2817,25610000,
-3.7537,-5.6204,-5.2908,25615000,
-3.8269,-5.6250,-5.2853,25620000,
-3.7793,-5.6561,-5.2881,25625000,
-3.7949,-5.6635,-5.2762,25630000,
-3.8361,-5.6433,-5.2890,25635000,
-3.8800,-5.6424,-5.3082,25640000,
-3.8077,-5.6598,-5.2798,25645000,
-3.8919,-5.6433,-5.2780,25650000,
-4.0201,-5.6607,-5.2734,25655000,
-3.7903,-5.6342,-5.2725,25660000,
-3.8901,-5.6598,-5.2798,25665000,
-3.8159,-5.6442,-5.2808,25670000,
-3.8315,-5.6653,-5.2945,25675000,
-3.8095,-5.6708,-5.2945,25680000,
-3.8113,-5.6653,-5.2762,25685000,
-3.8260,-5.6598,-5.2817,25690000,
-3.7967,-5.6763,-5.2753,25695000,
-3.8416,-5.6461,-5.2853,25700000,
-4.0704,-5.6534,-5.2835,25705000,
-3.8297,-5.6451,-5.2936,25710000,
-3.8443,-5.6552,-5.3101,25715000,
-3.7985,-5.6607,-5.2908,25720000,
-3.8104,-5.6662,-5.2808,25725000,
-3.8187,-5.6589,-5.2890,25730000,
-3.8004,-5.6561,-5.2753,25735000,
-3.7866,-5.6561,-5.2963,25740000,
-3.8388,-5.6470,-5.3000,25745000,
-3.8141,-5.6406,-5.2881,25750000,
-4.0494,-5.6534,-5.2963,25755000,
-3.8315,-5.6561,-5.2881,25760000,
-3.8315,-5.6296,-5.3009,25765000,
-3.8306,-5.6680,-5.2991,25770000,
-3.8132,-5.6808,-5.2753,25775000,
-3.7711,-5.6708,-5.2908,25780000,
-3.8388,-5.6662,-5.2917,25785000,
-3.8260,-5.6479,-5.2927,25790000,
-3.8214,-5.6442,-5.2872,25795000,
-3.8004,-5.6580,-5.2972,25800000,
-4.0842,-5.6451,-5.2908,25805000,
-3.7701,-5.6534,-5.2844,25810000,
-3.8077,-5.6525,-5.2872,25815000,
-3.8177,-5.6653,-5.2762,25820000,
-3.8132,-5.6534,-5.2890,25825000,
-3.7628,-5.6607,-5.2945,25830000,
-3.8297,-5.6598,-5.2963,25835000,
-3.7683,-5.6598,-5.2899,25840000,
-3.7820,-5.6607,-5.2808,25845000,
-3.8086,-5.6451,-5.2826,25850000,
-4.0668,-5.6149,-5.3018,25855000,
-3.7811,-5.6607,-5.2881,25860000,
-3.7701,-5.6635,-5.2890,25865000,
-3.7921,-5.6717,-5.2844,25870000,
-3.7711,-5.6378,-5.2899,25875000,
-3.7958,-5.6680,-5.2963,25880000,
-3.7711,-5.6506,-5.2963,25885000,
-3.7656,-5.6589,-5.2817,25890000,
-3.7885,-5.6570,-5.2725,25895000,
-3.7564,-5.6525,-5.3055,25900000,
-4.0292,-5.6516,-5.2908,25905000,
-3.8031,-5.6552,-5.2982,25910000,
-3.7720,-5.6598,-5.2789,25915000,
-3.8013,-5.6543,-5.2808,25920000,
-3.7912,-5.6671,-5.2853,25925000,
-3.7912,-5.6635,-5.2835,25930000,
-3.7985,-5.6534,-5.2744,25935000,
-3.8168,-5.6598,-5.2890,25940000,
-3.7646,-5.6689,-5.2899,25945000,
-3.8022,-5.6516,-5.2863,25950000,
-4.0915,-5.6378,-5.2872,25955000,
-3.8077,-5.6342,-5.2936,25960000,
-3.8278,-5.6662,-5.2808,25965000,
-3.7848,-5.6442,-5.3091,25970000,
-3.8058,-5.6497,-5.2982,25975000,
-3.8095,-5.6525,-5.2963,25980000,
-3.8278,-5.6561,-5.2890,25985000,
-3.8324,-5.6470,-5.2908,25990000,
-3.8068,-5.6570,-5.2853,25995000,
-3.8342,-5.6497,-5.2963,26000000,
-4.0439,-5.6479,-5.2798,26005000,
-3.7720,-5.6726,-5.2945,26010000,
-3.8077,-5.6451,-5.2963,26015000,
-3.8150,-5.6543,-5.2917,26020000,
-3.7894,-5.6616,-5.2817,26025000,
-3.7976,-5.6470,-5.2982,26030000,
-3.8013,-5.6552,-5.2780,26035000,
-3.7894,-5.6589,-5.3000,26040000,
-3.7711,-5.6552,-5.2890,26045000,
-3.7994,-5.6442,-5.2991,26050000,
-4.0201,-5.6387,-5.2927,26055000,
-3.7866,-5.6580,-5.2817,26060000,
-3.7555,-5.6598,-5.2780,26065000,
-3.7830,-5.6442,-5.3027,26070000,
-3.8159,-5.6277,-5.3073,26075000,
-3.8123,-5.6543,-5.2963,26080000,
-3.7683,-5.6653,-5.2908,26085000,
-3.8123,-5.6717,-5.2908,26090000,
-3.7546,-5.6589,-5.2982,26095000,
-3.8095,-5.6461,-5.2899,26100000,
-4.0585,-5.6534,-5.3000,26105000,
-3.7610,-5.6552,-5.2917,26110000,
-3.8342,-5.6607,-5.2863,26115000,
-3.8068,-5.6241,-5.2936,26120000,
-3.7866,-5.6396,-5.3000,26125000,
-3.7939,-5.6479,-5.2954,26130000,
-3.8004,-5.6644,-5.2844,26135000,
-3.7546,-5.6671,-5.2835,26140000,
-3.7830,-5.6561,-5.2899,26145000,
-3.8177,-5.6616,-5.2780,26150000,
-4.0356,-5.6616,-5.3009,26155000,
-3.7473,-5.6744,-5.2817,26160000,
-3.8150,-5.6525,-5.2844,26165000,
-3.8022,-5.6561,-5.2817,26170000,
-3.7848,-5.6680,-5.2716,26175000,
-3.7491,-5.6699,-5.2872,26180000,
-3.7555,-5.6580,-5.2908,26185000,
-3.8058,-5.6561,-5.2817,26190000,
-3.7775,-5.6516,-5.2780,26195000,
-3.7802,-5.6470,-5.3009,26200000,
-4.0274,-5.6635,-5.2835,26205000,
-3.7839,-5.6378,-5.2972,26210000,
-3.7811,-5.6607,-5.2725,26215000,
-3.7775,-5.6525,-5.2982,26220000,
-3.8242,-5.6525,-5.2643,26225000,
-3.7729,-5.6552,-5.2908,26230000,
-3.7628,-5.6689,-5.2881,26235000,
-3.8141,-5.6644,-5.3000,26240000,
-3.7958,-5.6598,-5.2716,26245000,
-3.7683,-5.6451,-5.2908,26250000,
-4.0137,-5.6461,-5.2954,26255000,
-3.8086,-5.6140,-5.2808,26260000,
-3.8022,-5.6387,-5.3091,26265000,
-3.8150,-5.6204,-5.2872,26270000,
-3.7738,-5.6570,-5.2826,26275000,
-3.7793,-5.6680,-5.2899,26280000,
-3.7994,-5.6625,-5.2817,26285000,
-3.8242,-5.6543,-5.2954,26290000,
-3.7793,-5.6653,-5.2954,26295000,
-3.7848,-5.6561,-5.2936,26300000,
-4.0530,-5.6635,-5.2789,26305000,
-3.8031,-5.6488,-5.2872,26310000,
-3.7683,-5.6516,-5.2817,26315000,
-3.8141,-5.6406,-5.2982,26320000,
-3.7930,-5.6580,-5.2817,26325000,
-3.7949,-5.6589,-5.2808,26330000,
-3.7985,-5.6525,-5.2917,26335000,
-3.7418,-5.6525,-5.2899,26340000,
-3.8251,-5.6708,-5.2954,26345000,
-3.7747,-5.6561,-5.2881,26350000,
-4.0384,-5.6589,-5.3009,26355000,
-3.7820,-5.6689,-5.2771,26360000,
-3.7930,-5.6598,-5.2771,26365000,
-3.8187,-5.6497,-5.2725,26370000,
-3.7784,-5.6598,-5.2899,26375000,
-3.7921,-5.6607,-5.2771,26380000,
-3.7939,-5.6598,-5.2881,26385000,
-3.7701,-5.6754,-5.2789,26390000,
-3.7637,-5.6415,-5.2908,26395000,
-3.8168,-5.6635,-5.2789,26400000,
-4.0540,-5.6754,-5.2844,26405000,
-3.7930,-5.6589,-5.2826,26410000,
-3.7665,-5.6625,-5.2936,26415000,
-3.7701,-5.6708,-5.3036,26420000,
-3.7949,-5.6644,-5.2890,26425000,
-3.8260,-5.6415,-5.2808,26430000,
-3.7958,-5.6451,-5.2808,26435000,
-3.8177,-5.6525,-5.2936,26440000,
-3.7830,-5.6589,-5.2927,26445000,
-3.7656,-5.6607,-5.2863,26450000,
-4.0457,-5.6644,-5.2954,26455000,
-3.7683,-5.6708,-5.2707,26460000,
-3.7939,-5.6451,-5.2863,26465000,
-3.7967,-5.6470,-5.3009,26470000,
-3.8196,-5.6506,-5.2771,26475000,
-3.8077,-5.6396,-5.2972,26480000,
-3.7601,-5.6717,-5.2863,26485000,
-3.7582,-5.6680,-5.2899,26490000,
-3.8251,-5.6497,-5.3000,26495000,
-3.8040,-5.6561,-5.2963,26500000,
-4.0457,-5.6378,-5.2679,26505000,
-3.8031,-5.6598,-5.2972,26510000,
-3.8608,-5.6689,-5.2826,26515000,
-3.8040,-5.6680,-5.2817,26520000,
-3.8242,-5.6561,-5.2798,26525000,
-3.8022,-5.6671,-5.2817,26530000,
-3.7820,-5.6580,-5.2835,26535000,
-3.8214,-5.6589,-5.2798,26540000,
-3.7729,-5.6680,-5.2725,26545000,
-3.8406,-5.6506,-5.2872,26550000,
-4.0640,-5.6708,-5.2899,26555000,
-3.7830,-5.6461,-5.3064,26560000,
-3.8388,-5.6671,-5.2753,26565000,
-3.7930,-5.6616,-5.2917,26570000,
-3.8342,-5.6543,-5.3046,26575000,
-3.7875,-5.6570,-5.2808,26580000,
-3.7857,-5.6744,-5.2945,26585000,
-3.7985,-5.6589,-5.2872,26590000,
-3.7793,-5.6534,-5.2982,26595000,
-3.7811,-5.6424,-5.2972,26600000,
-4.0942,-5.6525,-5.2835,26605000,
-3.7738,-5.6506,-5.2798,26610000,
-3.7811,-5.6644,-5.3073,26615000,
-3.7875,-5.6644,-5.2872,26620000,
-3.7445,-5.6543,-5.2835,26625000,
-3.8232,-5.6570,-5.2808,26630000,
-3.7766,-5.6525,-5.2808,26635000,
-3.8095,-5.6671,-5.2762,26640000,
-3.7775,-5.6598,-5.2817,26645000,
-3.8205,-5.6598,-5.2917,26650000,
-4.0576,-5.6580,-5.2899,26655000,
-3.7738,-5.6754,-5.2762,26660000,
-3.7958,-5.6442,-5.2817,26665000,
-3.8223,-5.6580,-5.2945,26670000,
-3.7903,-5.6699,-5.2817,26675000,
-3.7985,-5.6662,-5.2917,26680000,
-3.8306,-5.6598,-5.3018,26685000,
-3.7866,-5.6772,-5.2899,26690000,
-3.8113,-5.6479,-5.2881,26695000,
-3.8480,-5.6616,-5.2835,26700000,
-4.0530,-5.6488,-5.2826,26705000,
-3.8223,-5.6442,-5.2954,26710000,
-3.7830,-5.6561,-5.2844,26715000,
-3.8269,-5.6323,-5.2872,26720000,
-3.7985,-5.6635,-5.2817,26725000,
-3.8187,-5.6525,-5.2780,26730000,
-3.8022,-5.6644,-5.2789,26735000,
-3.8260,-5.6598,-5.2817,26740000,
-3.8159,-5.6653,-5.2798,26745000,
-3.7985,-5.6699,-5.2890,26750000,
-4.0576,-5.6680,-5.2890,26755000,
-3.7894,-5.6589,-5.2853,26760000,
-3.8049,-5.6570,-5.2872,26765000,
-3.8370,-5.6470,-5.2863,26770000,
-3.8049,-5.6689,-5.2844,26775000,
-3.8004,-5.6598,-5.2835,26780000,
-3.7775,-5.6488,-5.2881,26785000,
-3.8159,-5.6534,-5.2927,26790000,
-3.7711,-5.6754,-5.2689,26795000,
-3.8159,-5.6461,-5.2982,26800000,
-4.0494,-5.6570,-5.2753,26805000,
-3.7784,-5.6644,-5.2789,26810000,
-3.7985,-5.6470,-5.2890,26815000,
-3.8177,-5.6699,-5.2908,26820000,
-3.8132,-5.6598,-5.2817,26825000,
-3.8150,-5.6543,-5.2863,26830000,
-3.7848,-5.6635,-5.2826,26835000,
-3.7912,-5.6598,-5.2817,26840000,
-3.8232,-5.6543,-5.2844,26845000,
-3.8150,-5.6735,-5.2863,26850000,
-4.0649,-5.6625,-5.2780,26855000,
-3.8223,-5.6662,-5.2643,26860000,
-3.8058,-5.6369,-5.2908,26865000,
-3.8379,-5.6607,-5.2872,26870000,
-3.8049,-5.6314,-5.2817,26875000,
-3.7784,-5.6589,-5.2927,26880000,
-3.7234,-5.6021,-5.4694,26885000,
-3.8324,-5.6451,-5.2872,26890000,
-3.8242,-5.6415,-5.2899,26895000,
-3.8306,-5.6516,-5.2716,26900000,
-4.0466,-5.6232,-5.2945,26905000,
-3.9047,-5.6461,-5.2808,26910000,
-3.8123,-5.6589,-5.2762,26915000,
-3.8278,-5.6488,-5.2780,26920000,
-3.9578,-5.6415,-5.2881,26925000,
-3.8177,-5.6342,-5.2744,26930000,
-3.7646,-5.6506,-5.2798,26935000,
-3.7509,-5.6003,-5.2890,26940000,
-3.8287,-5.6598,-5.2808,26945000,
-3.8187,-5.6461,-5.2963,26950000,
-4.0594,-5.6543,-5.2863,26955000,
-3.7711,-5.6625,-5.2927,26960000,
-3.7582,-5.6607,-5.2826,26965000,
-3.8397,-5.6708,-5.2881,26970000,
-3.8141,-5.6699,-5.2899,26975000,
-3.7848,-5.6754,-5.2762,26980000,
-3.8232,-5.6561,-5.2789,26985000,
-3.8141,-5.6433,-5.2798,26990000,
-3.8260,-5.6451,-5.2945,26995000,
-3.8269,-5.6488,-5.2853,27000000,
-4.0906,-5.6561,-5.2917,27005000,
-3.7711,-5.6561,-5.2753,27010000,
-3.8379,-5.6790,-5.2927,27015000,
-3.8123,-5.6470,-5.2917,27020000,
-3.8113,-5.6396,-5.2954,27025000,
-3.7729,-5.6699,-5.2835,27030000,
-3.7903,-5.6580,-5.2890,27035000,
-3.8425,-5.6497,-5.2890,27040000,
-3.8068,-5.6516,-5.2908,27045000,
-3.7866,-5.6470,-5.2991,27050000,
-4.0247,-5.6415,-5.2798,27055000,
-3.8232,-5.6534,-5.2954,27060000,
-3.7949,-5.6470,-5.2872,27065000,
-3.7912,-5.6497,-5.2945,27070000,
-3.8058,-5.6580,-5.2798,27075000,
-3.8168,-5.6616,-5.2753,27080000,
-3.8141,-5.6534,-5.2863,27085000,
-3.8150,-5.6424,-5.2844,27090000,
-3.7885,-5.6561,-5.2853,27095000,
-3.7958,-5.6625,-5.2707,27100000,
-4.0457,-5.6570,-5.2881,27105000,
-3.8022,-5.6616,-5.2734,27110000,
-3.7802,-5.6561,-5.2744,27115000,
-3.8223,-5.6525,-5.2771,27120000,
-3.8342,-5.6488,-5.2890,27125000,
-3.7894,-5.6772,-5.2872,27130000,
-3.8370,-5.6406,-5.2972,27135000,
-3.8058,-5.6561,-5.2826,27140000,
-3.7866,-5.6589,-5.2963,27145000,
-3.8297,-5.6580,-5.2744,27150000,
-4.0411,-5.6424,-5.2908,27155000,
-3.8022,-5.6635,-5.2917,27160000,
-3.7976,-5.6488,-5.2954,27165000,
-3.7939,-5.6534,-5.2771,27170000,
-3.8004,-5.6625,-5.2844,27175000,
-3.8214,-5.6616,-5.2606,27180000,
-3.8489,-5.6635,-5.2982,27185000,
-3.7793,-5.6625,-5.2817,27190000,
-3.8141,-5.6497,-5.2881,27195000,
-3.8269,-5.6580,-5.2863,27200000,
-4.0695,-5.6598,-5.2753,27205000,
-3.8068,-5.6534,-5.2744,27210000,
-3.8095,-5.6616,-5.2780,27215000,
-3.7830,-5.6506,-5.2835,27220000,
-3.8443,-5.6406,-5.2881,27225000,
-3.8342,-5.6433,-5.2872,27230000,
-3.8150,-5.6616,-5.2863,27235000,
-3.7692,-5.6598,-5.2762,27240000,
-3.8141,-5.6616,-5.2826,27245000,
-3.8351,-5.6479,-5.2707,27250000,
-4.0988,-5.6616,-5.3000,27255000,
-3.7958,-5.6543,-5.2817,27260000,
-3.7491,-5.6653,-5.2826,27265000,
-3.7820,-5.6543,-5.2762,27270000,
-3.8315,-5.6287,-5.2771,27275000,
-3.8049,-5.6424,-5.2798,27280000,
-3.7921,-5.6726,-5.2817,27285000,
-3.8022,-5.6470,-5.2808,27290000,
-3.7921,-5.6433,-5.2744,27295000,
-3.8342,-5.6525,-5.2899,27300000,
-4.0283,-5.6589,-5.2844,27305000,
-3.7830,-5.6488,-5.2917,27310000,
-3.8306,-5.6580,-5.2899,27315000,
-3.8022,-5.6360,-5.2853,27320000,
-3.8196,-5.6635,-5.2863,27325000,
-3.8278,-5.6616,-5.2707,27330000,
-3.8013,-5.6598,-5.2798,27335000,
-3.8214,-5.6653,-5.2954,27340000,
